nombre,categoria,direccion,telefono,web,rating,num_reseñas,estado_horario,url_maps,latitud,longitud,busqueda,tiene_web
Clínica Medicina Estética Dra. Elena Berezo | Madrid,Centro de estética,"Calle Velázquez, 115, Local Bajo Izquierda, Salamanca, 28006 Madrid",695 61 13 61,drelenaberezo.com,"4,4",612,Cerrado,"https://www.google.com/maps/place/Cl%C3%ADnica+Medicina+Est%C3%A9tica+Dra.+Elena+Berezo+%7C+Madrid/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229d7987c6551:0xed42a22291a6a510!8m2!3d40.4368368!4d-3.6835986!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgEjQ2haRFNVaE5NRzluUzBWTlYwSjFUakpFZW5aVVlsSm5FQUXgAQD6AQQIABBB!16s%2Fg%2F11rnxy9c3m?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
MED Clínica Medicina Estética Madrid,Cirujano plástico,"Calle de Núñez de Balboa, 29, Salamanca, 28001 Madrid",912 54 28 63,delriomedestetica.com,"5,0",231,Cerrado,"https://www.google.com/maps/place/MED+Cl%C3%ADnica+Medicina+Est%C3%A9tica+Madrid/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42294fce0e2437:0x44cdd56c7786619d!8m2!3d40.4243891!4d-3.6829759!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEPcGxhc3RpY19zdXJnZW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJHYWpSSU1tNW5SUkFC4AEA-gEECGkQKQ!16s%2Fg%2F11js3mjsdy?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Deam Clínica- Dr. Jesus Sierra,Clínica especializada,"Calle de Goya, 48, entreplanta derecha, Salamanca, 28001 Madrid",917 81 66 63,deamclinica.es,"4,8",120,Cerrado,"https://www.google.com/maps/place/Deam+Cl%C3%ADnica-+Dr.+Jesus+Sierra/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd4228bd5db82911:0x963d289cb69f8af2!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42289509615689:0xaa0c3e0507f5a5c!8m2!3d40.424721!4d-3.6789824!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5hYlZwTVlqTlJSUkFC4AEA-gEECAAQMA!16s%2Fg%2F11xc_dgs8?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Deam Clínica- Dr. Jesus Sierra,Clínica especializada,"Calle de Goya, 48, entreplanta derecha, Salamanca, 28001 Madrid",917 81 66 63,deamclinica.es,"4,8",120,Cerrado,"https://www.google.com/maps/place/Deam+Cl%C3%ADnica-+Dr.+Jesus+Sierra/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd4228bd5db82911:0x963d289cb69f8af2!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42289509615689:0xaa0c3e0507f5a5c!8m2!3d40.424721!4d-3.6789824!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5hYlZwTVlqTlJSUkFC4AEA-gEECAAQMA!16s%2Fg%2F11xc_dgs8?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Deam Clínica- Dr. Jesus Sierra,Clínica especializada,"Calle de Goya, 48, entreplanta derecha, Salamanca, 28001 Madrid",917 81 66 63,deamclinica.es,"4,8",120,Cerrado,"https://www.google.com/maps/place/BMC+BioMedical+Clinic/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd4228bd5db82911:0x963d289cb69f8af2!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd422995fd8c46d7:0x5e8c6a34915d3f77!8m2!3d40.4285523!4d-3.715471!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5sYWxwMlZXRlJFQUXgAQD6AQQIABA4!16s%2Fg%2F11fpgk8x0w?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Deam Clínica- Dr. Jesus Sierra,Clínica especializada,"Calle de Goya, 48, entreplanta derecha, Salamanca, 28001 Madrid",917 81 66 63,deamclinica.es,"4,8",120,Cerrado,"https://www.google.com/maps/place/Medicina+Est%C3%A9tica+Dra.+Elena+Rup%C3%A9rez+Caballero/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4228c02fae7797:0xf3bfff0483d8d569!8m2!3d40.43595!4d-3.6821!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEGZG9jdG9ymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5sTW5GNk1XWlJFQUXgAQD6AQQIORAX!16s%2Fg%2F11b7ypd_90?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Deam Clínica- Dr. Jesus Sierra,Clínica especializada,"Calle de Goya, 48, entreplanta derecha, Salamanca, 28001 Madrid",917 81 66 63,deamclinica.es,"4,8",120,Cerrado,"https://www.google.com/maps/place/Cl%C3%ADnica+MBA+-+Cl%C3%ADnica+Medicina+Est%C3%A9tica+y+Est%C3%A9tica/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd4228c02e36f3f5:0x5cf7fcec16c611db!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229a967f88947:0xa149ab424e415955!8m2!3d40.4230012!4d-3.6786852!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4TmVWVkhOWFJVUjJ4V1UxVnZlbHBVVW1aaVZXTXpVbFk1UlZsdVl4QULgAQD6AQQIABBF!16s%2Fg%2F11mn8j3d7n?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Clínica MBA - Clínica Medicina Estética y Estética,Centro de estética,"C. de Antonio Acuña, 3, Salamanca, 28009 Madrid",915 76 52 41,clinicamba.com,"4,7",285,Cerrado,"https://www.google.com/maps/place/Cl%C3%ADnica+MBA+-+Cl%C3%ADnica+Medicina+Est%C3%A9tica+y+Est%C3%A9tica/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229a967f88947:0xa149ab424e415955!8m2!3d40.4230012!4d-3.6786852!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4TmVWVkhOWFJVUjJ4V1UxVnZlbHBVVW1aaVZXTXpVbFk1UlZsdVl4QULgAQD6AQQIABBF!16s%2Fg%2F11mn8j3d7n?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Clínica MBA - Clínica Medicina Estética y Estética,Centro de estética,"C. de Antonio Acuña, 3, Salamanca, 28009 Madrid",915 76 52 41,clinicamba.com,"4,7",285,Cerrado,"https://www.google.com/maps/place/Cl%C3%ADnica+MBA+-+Cl%C3%ADnica+Medicina+Est%C3%A9tica+y+Est%C3%A9tica/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229a967f88947:0xa149ab424e415955!8m2!3d40.4230012!4d-3.6786852!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4TmVWVkhOWFJVUjJ4V1UxVnZlbHBVVW1aaVZXTXpVbFk1UlZsdVl4QULgAQD6AQQIABBF!16s%2Fg%2F11mn8j3d7n?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Clínica MBA - Clínica Medicina Estética y Estética,Centro de estética,"C. de Antonio Acuña, 3, Salamanca, 28009 Madrid",915 76 52 41,clinicamba.com,"4,7",285,Cerrado,"https://www.google.com/maps/place/Cl%C3%ADnica+MBA+-+Cl%C3%ADnica+Medicina+Est%C3%A9tica+y+Est%C3%A9tica/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229a967f88947:0xa149ab424e415955!8m2!3d40.4230012!4d-3.6786852!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4TmVWVkhOWFJVUjJ4V1UxVnZlbHBVVW1aaVZXTXpVbFk1UlZsdVl4QULgAQD6AQQIABBF!16s%2Fg%2F11mn8j3d7n?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Luxury Clinic Medicina Estética Especializada y Avanzada,Esteticista,"C. San Antonio de Padua, 21, Usera, 28026 Madrid",602 63 45 08,luxuryclinic.es,"4,6",33,Cerrado,"https://www.google.com/maps/place/Luxury+Clinic+Medicina+Est%C3%A9tica+Especializada+y+Avanzada/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42264cbb030e27:0xbc85b2baddcef2bd!8m2!3d40.3866744!4d-3.7020636!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEKYmVhdXRpY2lhbpoBI0NoWkRTVWhOTUc5blMwVkpTM0p5WXpjd2JYQnlNbFZCRUFF4AEA-gEECAAQQQ!16s%2Fg%2F11pc9g7dzb?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Medicalesthetic,Clínica especializada,"Calle Alfonso X, 3. Primera planta / Timbre Varicenter, 28010 Madrid",913 86 23 27,medicalesthetic.es,"4,6",34,Cerrado,"https://www.google.com/maps/place/Medicalesthetic/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd422892ada4ed4b:0x19b084abbd79c3c!8m2!3d40.4334593!4d-3.6923171!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qYmpWWVdqQm5SUkFC4AEA-gEFCJABEB0!16s%2Fg%2F11dyx93ql2?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Medicalesthetic,Clínica especializada,"Calle Alfonso X, 3. Primera planta / Timbre Varicenter, 28010 Madrid",913 86 23 27,medicalesthetic.es,"4,6",34,Cerrado,"https://www.google.com/maps/place/Medicalesthetic/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd422892ada4ed4b:0x19b084abbd79c3c!8m2!3d40.4334593!4d-3.6923171!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qYmpWWVdqQm5SUkFC4AEA-gEFCJABEB0!16s%2Fg%2F11dyx93ql2?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Medicalesthetic,Clínica especializada,"Calle Alfonso X, 3. Primera planta / Timbre Varicenter, 28010 Madrid",913 86 23 27,medicalesthetic.es,"4,6",34,Cerrado,"https://www.google.com/maps/place/Medicalesthetic/@40.4306741,-3.7811896,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd422892ada4ed4b:0x19b084abbd79c3c!8m2!3d40.4334593!4d-3.6923171!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qYmpWWVdqQm5SUkFC4AEA-gEFCJABEB0!16s%2Fg%2F11dyx93ql2?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Derma Clear,Clínica especializada,"Calle Velázquez, 46, Salamanca, 28001 Madrid",,dermaclear.es,"4,2",153,Cerrado,"https://www.google.com/maps/place/Derma+Clear/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd42289636efe68d:0xa248a8680b114531!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42289636814633:0x8674bb8bcdffe7e4!8m2!3d40.4267191!4d-3.683658!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5VYW1KNlVrbFJFQUXgAQD6AQQIJBA9!16s%2Fg%2F1v9gl987?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
Blossom Clinica Medicina Estetica,Clínica dermatológica,"C. de Bravo Murillo, 253, Tetuán, 28020 Madrid",722 66 65 89,clinicablossom.com,"4,4",72,Cerrado,"https://www.google.com/maps/place/Blossom+Clinica+Medicina+Estetica/@40.4306741,-3.7811896,13z/data=!3m1!5s0xd422906d6ec1667:0x3ad71df7eac0f521!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd422979bbe27baf:0x5d92722b35a33687!8m2!3d40.459191!4d-3.7001563!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEQc2tpbl9jYXJlX2NsaW5pY5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE9WQXRObmgzUlJBQuABAPoBBQi0ARAp!16s%2Fg%2F11fkqz28_y?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4306741,-3.7811896,clínicas de medicina estética premium,Sí
ANTIAGE Unidad de Medicina Estética,Clínica especializada,"Cl. de Ayala, 138, Salamanca, 28006 Madrid",633 22 21 19,antiageunidadmedica.com,"4,8",252,Cerrado,"https://www.google.com/maps/place/ANTIAGE+Unidad+de+Medicina+Est%C3%A9tica/@40.4272789,-3.7443685,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd42296dcbe7965b:0x509415ab80ab768a!8m2!3d40.4272789!4d-3.6722707!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgESc3BlY2lhbGl6ZWRfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJHYWpsWVJEaG5SUkFC4AEA-gEECEQQQw!16s%2Fg%2F11lgn20bdv?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4272789,-3.7443685,clínicas de medicina estética premium,Sí
Armony Clinic,Centro de estética,"Calle de Castelló, 46, Salamanca, 28001 Madrid",692 31 12 74,armonyclinic.es,"4,7",65,Cerrado,"https://www.google.com/maps/place/Armony+Clinic/@40.4272789,-3.7443685,13z/data=!4m10!1m2!2m1!1scl%C3%ADnicas+de+medicina+est%C3%A9tica+premium!3m6!1s0xd4229e29d1ef8bd:0xd4b718fc6b0f18c0!8m2!3d40.4268265!4d-3.6811557!15sCidjbMOtbmljYXMgZGUgbWVkaWNpbmEgZXN0w6l0aWNhIHByZW1pdW1aKSInY2zDrW5pY2FzIGRlIG1lZGljaW5hIGVzdMOpdGljYSBwcmVtaXVtkgEMYmVhdXR5X3NhbG9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU51WDNOWVFsVm5FQUXgAQD6AQQIABA9!16s%2Fg%2F11wc1w82bm?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4272789,-3.7443685,clínicas de medicina estética premium,Sí
ILUNION Clínica de Fisioterapia,Clínica de fisioterapia,"C. de Prim, 3, Centro, 28004 Madrid",917 35 50 50,ilunionbienestaryvidasenior.com,"4,8",9,Cerrado,"https://www.google.com/maps/place/ILUNION+Cl%C3%ADnica+de+Fisioterapia/@40.4245953,-3.6917908,15z/data=!4m10!1m2!2m1!1scentros+de+fisioterapia+madrid!3m6!1s0xd4229da48685927:0xd911de563d9d04f0!8m2!3d40.4220662!4d-3.6948317!15sCh5jZW50cm9zIGRlIGZpc2lvdGVyYXBpYSBtYWRyaWRaICIeY2VudHJvcyBkZSBmaXNpb3RlcmFwaWEgbWFkcmlkkgEUcGh5c2lvdGhlcmFweV9jZW50ZXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhvTWxWVmRFNWxSRUowVGpGR2IxWnJaR3RrUjNSc1pXczFVbEZYWXhBQuABAPoBBAhiEBg!16s%2Fg%2F11g0ds30p9?entry=ttu&g_ep=EgoyMDI2MDQxMi4wIKXMDSoASAFQAw%3D%3D",40.4245953,-3.6917908,centros de fisioterapia madrid,Sí
